,high,high_abnormal,index_0_price,index_0_scores,index_1_price,index_1_scores,index_2_price,index_2_scores,index_3_price,index_3_scores,low,low_abnormal
229,468,,466,30.854700854700855,468,30.683760683760685,401,36.41025641025641,359,40.0,359,
230,468,,466,30.94017094017094,468,30.76923076923077,401,36.495726495726494,360,40.0,360,
231,468,,466,31.025641025641026,468,30.854700854700855,401,36.58119658119658,361,40.0,361,
232,468,,466,31.11111111111111,468,30.94017094017094,401,36.666666666666664,362,40.0,362,
233,468,,466,31.196581196581196,468,31.025641025641026,401,36.75213675213675,363,40.0,363,
234,468,,466,31.28205128205128,468,31.11111111111111,401,36.837606837606835,364,40.0,364,
235,468,,466,31.367521367521366,468,31.196581196581196,401,36.92307692307693,365,40.0,365,
236,468,,466,31.45299145299145,468,31.28205128205128,401,37.00854700854701,366,40.0,366,
237,468,,466,31.538461538461537,468,31.367521367521366,401,37.0940170940171,367,40.0,367,
238,468,,466,31.62393162393162,468,31.45299145299145,401,37.17948717948718,368,40.0,368,
239,468,,466,31.709401709401707,468,31.538461538461537,401,37.26495726495727,369,40.0,369,
240,468,,466,31.794871794871792,468,31.62393162393162,401,37.35042735042735,370,40.0,370,
241,468,,466,31.88034188034188,468,31.709401709401707,401,37.43589743589744,371,40.0,371,
242,468,,466,31.965811965811966,468,31.794871794871792,401,37.52136752136752,372,40.0,372,
243,468,,466,32.05128205128205,468,31.88034188034188,401,37.60683760683761,373,40.0,373,
244,468,,466,32.136752136752136,468,31.965811965811966,401,37.69230769230769,374,40.0,374,
245,468,,466,32.22222222222222,468,32.05128205128205,401,37.77777777777778,375,40.0,375,
246,468,,466,32.30769230769231,468,32.136752136752136,401,37.863247863247864,376,40.0,376,
247,468,,466,32.39316239316239,468,32.22222222222222,401,37.94871794871795,377,40.0,377,
248,468,,466,32.47863247863248,468,32.30769230769231,401,38.034188034188034,378,40.0,378,
249,468,,466,32.56410256410256,468,32.39316239316239,401,38.11965811965812,379,40.0,379,
250,468,,466,32.64957264957265,468,32.47863247863248,401,38.205128205128204,380,40.0,380,
251,468,,466,32.73504273504273,468,32.56410256410256,401,38.29059829059829,381,40.0,381,
252,468,,466,32.82051282051282,468,32.64957264957265,401,38.376068376068375,382,40.0,382,
253,468,,466,32.9059829059829,468,32.73504273504273,401,38.46153846153846,383,40.0,383,
254,468,,466,32.99145299145299,468,32.82051282051282,401,38.547008547008545,384,40.0,384,
255,468,,466,33.07692307692307,468,32.9059829059829,401,38.63247863247863,385,40.0,385,
256,468,,466,33.162393162393165,468,32.99145299145299,401,38.717948717948715,386,40.0,386,
257,468,,466,33.24786324786325,468,33.07692307692307,401,38.8034188034188,387,40.0,387,
258,468,,466,33.333333333333336,468,33.162393162393165,401,38.888888888888886,388,40.0,388,
259,468,,466,33.41880341880342,468,33.24786324786325,401,38.97435897435897,389,40.0,389,
260,468,,466,33.504273504273506,468,33.333333333333336,401,39.059829059829056,390,40.0,390,
261,468,,466,33.58974358974359,468,33.41880341880342,401,39.14529914529914,391,40.0,391,
262,468,,466,33.675213675213676,468,33.504273504273506,401,39.230769230769226,392,40.0,392,
263,468,,466,33.76068376068376,468,33.58974358974359,401,39.31623931623931,393,40.0,393,
264,468,,466,33.84615384615385,468,33.675213675213676,401,39.401709401709404,394,40.0,394,
265,468,,466,33.93162393162393,468,33.76068376068376,401,39.48717948717949,395,40.0,395,
266,468,,466,34.01709401709402,468,33.84615384615385,401,39.572649572649574,396,40.0,396,
267,468,,466,34.1025641025641,468,33.93162393162393,401,39.65811965811966,397,40.0,397,
268,468,,466,34.18803418803419,468,34.01709401709402,401,39.743589743589745,398,40.0,398,
269,468,,466,34.27350427350427,468,34.1025641025641,401,39.82905982905983,399,40.0,399,
270,468,,466,34.35897435897436,468,34.18803418803419,401,39.914529914529915,400,40.0,400,
271,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,401,40.0,401,
272,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,402,39.914529914529915,401,
273,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,403,39.82905982905983,401,
274,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,404,39.743589743589745,401,
275,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,405,39.65811965811966,401,
276,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,406,39.572649572649574,401,
277,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,407,39.48717948717949,401,
278,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,408,39.401709401709404,401,
279,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,409,39.31623931623931,401,
280,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,410,39.230769230769226,401,
281,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,411,39.14529914529914,401,
282,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,412,39.059829059829056,401,
283,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,413,38.97435897435897,401,
284,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,414,38.888888888888886,401,
285,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,415,38.8034188034188,401,
286,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,416,38.717948717948715,401,
287,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,417,38.63247863247863,401,
288,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,418,38.547008547008545,401,
289,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,419,38.46153846153846,401,
290,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,420,38.376068376068375,401,
291,468,,466,34.44444444444444,468,34.27350427350427,401,40.0,421,38.29059829059829,401,
